Type of wine,Name,Winery,Country,Region,Rating,NumberOfRatings,Year,Price,Rating Price Ratio,Rating category
Red,Saint Cosme Côtes du Rhône 2019,Château de Saint Cosme,France,Côtes-du-Rhône,3.6,99,2019,9.5,0.37894736842105264,Medium
Red,Saint-Émilion Grand Cru (Grand Cru Classé) 2016,Château Cote de Baleau,France,Saint-Émilion Grand Cru,4.0,99,2016,34.97,0.11438375750643409,Low
Red,Côtes de Castillon 2005,Clos Les Lunelles,France,Castillon - Côtes de Bordeaux,3.8,99,2005,54.95,0.06915377616014558,Low
Red,Scipio 2013,Tenuta dei Sette Cieli,Italy,Toscana,4.3,99,2013,63.39,0.06783404322448336,Low
Red,Côtes du Rhône 'Les Cranilles' 2017,Les Vins de Vienne - Cuilleron-Gaillard-Villard,France,Côtes-du-Rhône,3.7,99,2017,10.5,0.3523809523809524,Medium
Red,Legato Merlot - Cabernet Sauvignon 2017,Anura,South Africa,Stellenbosch,3.8,99,2017,11.6,0.3275862068965517,Medium
Red,Cerrado del Castillo Rioja 2015,Castillo de Cuzcurrita,Spain,Rioja,4.3,99,2015,53.61,0.08020891624696885,Low
Red,Bricco dell'Uccellone Barbera d'Asti 2016,Braida,Italy,Barbera d'Asti,4.3,990,2016,52.0,0.08269230769230769,Low
Red,Bordeaux Rouge 2016,Mouton Cadet,France,Bordeaux,3.5,9926,2016,9.25,0.3783783783783784,Medium
Red,Bishop Shiraz 2016,Glaetzer,Australia,Barossa Valley,4.1,994,2016,30.39,0.13491280026324448,Low
Red,6th Sense Syrah 2016,Michael David Winery,United States,Lodi,3.8,994,2016,16.47,0.230722525804493,Low
Red,Botrosecco Maremma Toscana 2016,Le Mortelle,Italy,Maremma Toscana,4.0,995,2016,20.09,0.1991040318566451,Low
Red,Haut-Médoc 2010,Château Cambon La Pelouse,France,Haut-Médoc,3.7,996,2010,23.95,0.15448851774530273,Low
Red,Shiraz 2019,Yellow Tail,Australia,South Eastern Australia,3.5,998,2019,6.21,0.5636070853462157,Medium
Red,Portillo Cabernet Sauvignon 2016,Salentein,Argentina,Tunuyán,3.4,999,2016,7.88,0.43147208121827413,Medium
White,Vermentino 2017,Famiglia Castellani,Italy,Toscana,3.8,25,2017,5.65,0.6725663716814159,Excellent
White,Ronco Broilo 2010,Conte d'Attimis Maniago,Italy,Colli Orientali del Friuli,4.3,25,2010,44.9,0.0957683741648107,Low
White,Weisser Schiefer s 2017,Weinbau Uwe Schiefer,Austria,Südburgenland,4.2,25,2017,33.25,0.12631578947368421,Low
White,Chardonnay 2018,Krämer - Straight,Germany,Rheinhessen,3.9,25,2018,8.99,0.43381535038932145,Medium
White,Maganza Zibibbo 2018,Luna Gaia,Italy,Terre Siciliane,3.9,25,2018,8.6,0.4534883720930233,Medium
White,Chardonnay 2019,Schneider,Germany,Pfalz,3.7,25,2019,15.9,0.23270440251572327,Low
White,Goldloch Riesling GG 2016,Diel,Germany,Nahe,4.1,25,2016,33.9,0.12094395280235988,Low
White,Kieselberg GG 2015,Von Winning,Germany,Pfalz,4.1,25,2015,33.95,0.12076583210603827,Low
White,Catarratto 2019,Feudi Branciforti dei Bordonaro,Italy,Terre Siciliane,3.8,25,2019,5.0,0.76,Excellent
White,Safari Pecorino 2017,Bove,Italy,Terre di Chieti,3.4,25,2017,6.74,0.5044510385756676,Medium
White,Sauvignon Veneto 2019,Torresella,Italy,Veneto,3.8,25,2019,6.77,0.5612998522895125,Medium
White,Berg Riesling 2018,Domaine Pfister,France,Alsace,4.2,25,2018,15.9,0.2641509433962264,Low
White,Grechetto 2018,SIGNÆ,Italy,Umbria,3.6,25,2018,8.9,0.4044943820224719,Medium
White,Riesling 'Le Gallais' Wiltinger Braune Kupp Kabinett 2018,Egon Müller - Scharzhof,Germany,Wiltingen,4.3,25,2018,38.94,0.11042629686697483,Low
White,Unterebner Pinot Grigio 2018,Tramin,Italy,Südtirol - Alto Adige,3.7,25,2018,20.37,0.18163966617574864,Low
White,The Guv'nor Blanco 2019,Félix Solís,Spain,Castilla,3.7,25,2019,6.89,0.5370101596516691,Medium
White,Oestricher Muschelkalk Riesling Trocken 2018,Spreitzer,Germany,Rheingau,3.8,25,2018,10.4,0.36538461538461536,Medium
White,Mâcon-Prissé 2014,Les Héritiers du Comte Lafon,France,Mâcon-Prissé,3.7,25,2014,25.92,0.1427469135802469,Low
White,Kallstadter Steinacker Riesling 2015,Rings,Germany,Pfalz,4.0,25,2015,19.0,0.21052631578947367,Low
White,Kerner Carned 2018,Cantina Kaltern,Italy,Südtirol - Alto Adige,3.7,25,2018,16.17,0.22881880024737167,Low
White,Fehérburgundi 2017,Weninger,Hungary,Sopron,3.9,25,2017,11.02,0.35390199637023595,Medium
White,Grauburgunder - Weissburgunder 2019,Weingut A. Diehl,Germany,Pfalz,3.4,25,2019,7.05,0.48226950354609927,Medium
White,Weisser Burgunder Trocken 2013,Wittmann,Germany,Rheinhessen,3.9,25,2013,10.63,0.36688617121354655,Medium
White,Ruppertsberg Riesling 2017,A. Christmann,Germany,Pfalz,3.7,25,2017,19.87,0.18621036738802213,Low
White,Weissburgunder Trocken 2017,Burggarten,Germany,Ahr,3.9,25,2017,10.72,0.3638059701492537,Medium
White,Deep Blue 2018,Martin Tesch,Germany,Nahe,3.5,25,2018,10.9,0.3211009174311926,Medium
White,Gewürztraminer - Riesling Trocken 2017,Knipser,Germany,Pfalz,3.9,25,2017,10.9,0.35779816513761464,Medium
White,Veneto Bianco 2017,Cantina di Soave,Italy,Veneto,2.7,25,2017,5.42,0.4981549815498155,Medium
White,Kalk & Stein 2017,Rings,Germany,Pfalz,4.1,25,2017,16.7,0.24550898203592814,Low
White,Schlossberg 2017,Schloss Vollrads,Germany,Rheingau,3.9,25,2017,27.78,0.14038876889848811,Low
White,Schick und Schön 2018,Tina Pfaffmann,Germany,German Wine,3.7,25,2018,10.9,0.3394495412844037,Medium
White,R Chardonnay Nature 2018,Weingut Seckinger,Germany,Pfalz,3.7,25,2018,15.4,0.24025974025974026,Low
White,Johannisberg Riesling Alte Reben Trocken 2018,Trenz,Germany,Rheingau,3.8,25,2018,11.9,0.31932773109243695,Medium
White,Live Wire Riesling 2019,Langmeil,Australia,Barossa,3.5,25,2019,11.95,0.29288702928870297,Low
White,Alejairén Airen 2017,El Vínculo,Spain,La Mancha,3.6,25,2017,18.42,0.19543973941368076,Low
White,Pinot Gris 2016,Château de Schengen,Luxembourg,Luxembourg,4.1,25,2016,21.44,0.19123134328358207,Low
White,Muscadet Sèvre-et-Maine Sur Lie 2017,Marc Brédif,France,Muscadet-Sevre et Maine,3.9,25,2017,14.38,0.2712100139082058,Low
White,W Riesling 2016,Markus Molitor,Germany,Mosel,3.4,25,2016,31.68,0.10732323232323232,Low
White,Ried Schafflerberg Grüner Veltliner 2018,Leth,Austria,Wagram,3.9,25,2018,12.07,0.32311516155758074,Medium
White,Westhofener Weisser Burgunder - Chardonnay Trocken 2017,Wittmann,Germany,Rheinhessen,4.1,25,2017,18.53,0.22126281705342685,Low
White,Schiefer Riesling Trocken 2018,Villa Huesgen,Germany,Mosel,3.6,25,2018,14.11,0.2551381998582566,Low
White,Castel Firmian Pinot Grigio Riserva 2018,Mezzacorona,Italy,Teroldego Rotaliano,4.0,25,2018,9.37,0.42689434364994666,Medium
White,Grauer Burgunder Trocken 2016,Bernhard Huber,Germany,Baden,3.8,25,2016,17.79,0.21360314783586284,Low
White,Chenin Blanc 2018,Klippenkop,South Africa,Robertson,3.6,25,2018,6.54,0.5504587155963303,Medium
White,Côte de Rouffach Pinot Gris 2017,René Muré,France,Alsace,4.1,25,2017,15.5,0.264516129032258,Low
White,Chardonnay Kalkstein Trocken 2018,Manz,Germany,Rheinhessen,3.9,25,2018,11.5,0.3391304347826087,Medium
White,La Trucha Albariño 2019,Finca Garabelos,Spain,Rías Baixas,4.3,25,2019,14.7,0.2925170068027211,Low
White,Schlossberg Achkarren Grauburgunder GG 2016,Dr. Heger,Germany,Baden,4.0,25,2016,28.0,0.14285714285714285,Low
White,Frühtau Riesling Trocken 2018,Emrich-Schönleber,Germany,Nahe,3.9,26,2018,17.5,0.22285714285714286,Low
White,Pouilly-Vinzelles En Paradis 2018,Louis Latour,France,Pouilly-Vinzelles,3.8,26,2018,15.98,0.23779724655819773,Low
White,Sauvignon Blanc 2019,Ellermann-Spiegel,Germany,Pfalz,4.1,26,2019,7.36,0.5570652173913043,Medium
White,Weissburgunder Trocken 2018,Emrich-Schönleber,Germany,Nahe,3.8,26,2018,15.5,0.24516129032258063,Low
White,Pinot Grigio 2019,Epicuro,Italy,Terre Siciliane,3.5,26,2019,5.5,0.6363636363636364,Excellent
White,Sauvignon Blanc Reserva 2018,Escudo Rojo,Chile,Maipo Valley,3.5,26,2018,7.36,0.47554347826086957,Medium
White,Villa Blanche Sauvignon Blanc 2018,Calmel & Joseph,France,Pays d'Oc,3.4,26,2018,7.4,0.45945945945945943,Medium
White,Greco di Tufo 2018,Pietracupa,Italy,Campania,4.0,26,2018,23.65,0.16913319238900634,Low
White,Spring Fever Chardonnay 2018,Langmeil,Australia,Eden Valley,3.6,26,2018,11.95,0.301255230125523,Medium
White,Collemare Marche Bianco 2016,Roberto Lucarelli,Italy,Marche,3.9,26,2016,10.95,0.35616438356164387,Medium
White,Lotterbrunnen Gewürztraminer 2016,Castel Sallegg,Italy,Südtirol - Alto Adige,4.1,26,2016,11.5,0.3565217391304348,Medium
White,Jalè (Tenuta Ficuzza) 2018,Cusumano,Italy,Sicilia,4.1,26,2018,15.5,0.264516129032258,Low
White,Meursault Blanc 2017,Bouchard Père & Fils,France,Meursault,3.8,26,2017,38.7,0.09819121447028423,Low
White,Sauvignon Blanc 2018,Tűzkő,Hungary,Tolna,3.5,26,2018,7.66,0.45691906005221933,Medium
White,Monte Carbonare 2018,Suavia,Italy,Soave Classico,4.1,26,2018,12.3,0.33333333333333326,Medium
White,Chablis 1er Cru 'Vaillons' 2018,Domaine Servin,France,Chablis 1er Cru 'Vaillons',3.8,26,2018,22.5,0.1688888888888889,Low
White,Der Ott 2018,Bernhard Ott,Austria,Wagram,3.8,26,2018,20.9,0.18181818181818182,Low
White,Vale do Homem Alvarinho 2018,Quintas do Homem,Portugal,Minho,3.7,26,2018,8.38,0.441527446300716,Medium
White,Grauer Burgunder 2017,Weingut Erich & Walter Polz,Austria,Südsteiermark,3.7,26,2017,22.3,0.16591928251121077,Low
White,Riesling Trocken 2018,Hofmann,Germany,Rheinhessen,3.7,26,2018,7.95,0.46540880503144655,Medium
White,Grüner Veltliner Lamm Reserve 2017,Weingut Bründlmayer,Austria,Kamptal,4.1,26,2017,43.99,0.09320300068197317,Low
White,Vulkanfelsen Grauer Burgunder Spätlese Trocken 2014,Burkheimer,Germany,Baden,3.8,26,2014,15.9,0.23899371069182387,Low
White,Vernaccia di San Gimignano 2019,Fattoria San Donato,Italy,Vernaccia di San Gimignano,3.4,26,2019,11.21,0.30330062444246203,Medium
White,Sauvignon Blanc Quarzit 2019,Weingut Pflüger,Germany,Pfalz,3.9,26,2019,8.0,0.4875,Medium
White,Royal Riesling Kabinett Trocken 2018,Prinz von Hessen,Germany,Johannisberg,4.0,26,2018,12.5,0.32,Medium
White,Grauburgunder Trocken 2019,Hofmann,Germany,Rheinhessen,3.8,26,2019,7.95,0.47798742138364775,Medium
White,Doria 2017,Marrenon,France,Luberon,3.5,26,2017,11.99,0.2919099249374479,Low
White,Chardonnay 2019,Château Pesquie,France,Vin de France,3.6,26,2019,8.1,0.4444444444444445,Medium
White,Châteauneuf-du-Pape Prestige 2012,Domaine de la Janasse,France,Châteauneuf-du-Pape,4.1,26,2012,69.95,0.0586132952108649,Low
White,Chenin Blanc 2019,Long Beach,South Africa,Western Cape,3.7,26,2019,5.79,0.6390328151986183,Excellent
White,Sancerre Blanc 2019,Pascal Jolivet,France,Sancerre,4.1,26,2019,24.24,0.16914191419141913,Low
White,Ritme Blanc 2017,Acustic Celler,Spain,Priorat,4.0,26,2017,16.99,0.23543260741612715,Low
White,Iphöfer Julius-Echter-Berg Riesling 2018,Hans Wirsching,Germany,Franken,3.8,26,2018,14.74,0.25780189959294436,Low
White,Arcane 2018,Château de Fosse-Sèche,France,Saumur,4.0,26,2018,27.2,0.14705882352941177,Low
White,Blanco 2018,Eguren Ugarte,Spain,Rioja,3.4,26,2018,4.5,0.7555555555555555,Excellent
White,Wildcard Chardonnay (Unoaked) 2018,Peter Lehmann,Australia,South Australia,3.1,26,2018,6.69,0.46337817638266066,Medium
White,Chenin 2018,Luddite,South Africa,Western Cape,4.0,26,2018,32.9,0.12158054711246201,Low
White,Vieilles Vignes Côtes Catalanes Blanc 2015,Gauby,France,Côtes Catalanes,4.0,26,2015,29.15,0.137221269296741,Low
White,Evoè Bianco 2013,Panizzi,Italy,Toscana,3.8,26,2013,24.24,0.15676567656765678,Low
White,Grüner Veltliner Ried Loibenberg 2017,Pichler-Krutzler,Austria,Wachau,3.8,26,2017,32.87,0.11560693641618497,Low
White,Bandol Blanc 2016,Domaine de la Tour du Bon,France,Bandol,3.8,26,2016,18.84,0.2016985138004246,Low
White,Souvignier Gris 2017,Thomas Niedermayr,Italy,Mitterberg,3.8,26,2017,16.9,0.22485207100591717,Low
White,Weissburgunder 2018,Colterenzio (Schreckbichl),Italy,Südtirol - Alto Adige,3.7,26,2018,9.21,0.40173724212812156,Medium
White,Benedictus Lugana 2018,Le Morette,Italy,Lugana,3.7,26,2018,9.8,0.37755102040816324,Medium
White,Trebbiano d'Abruzzo 2016,Villamedoro,Italy,Trebbiano d'Abruzzo,3.1,26,2016,4.7,0.6595744680851063,Excellent
White,Arneis Langhe 2018,Ascheri,Italy,Langhe,3.6,26,2018,9.9,0.36363636363636365,Medium
White,Trebbiano d'Abruzzo 2018,Caldora,Italy,Trebbiano d'Abruzzo,2.9,26,2018,4.75,0.6105263157894737,Excellent
White,Pessac-Léognan Blanc 2015,Château Gazin Rocquencourt,France,Pessac-Léognan,4.0,26,2015,34.15,0.1171303074670571,Low
White,Pratum 2015,Castel Sallegg,Italy,Südtirol - Alto Adige,4.0,26,2015,26.29,0.15214910612400154,Low
White,Ölberg Riesling 2017,Kühling-Gillot,Germany,Rheinhessen,4.2,26,2017,35.65,0.11781206171107995,Low
White,Alt Scheidt Riesling Feinherb 2017,Peter Lauer,Germany,Mosel,3.8,26,2017,11.95,0.3179916317991632,Medium
White,Steren Weiß- & Grauburgunder Trocken 2018,Bürgerspital,Germany,Franken,3.2,26,2018,9.39,0.3407880724174654,Medium
White,Neuburger Freyheit 2017,Heinrich,Austria,Bergland,3.7,26,2017,18.98,0.19494204425711276,Low
White,Sauvignon Blanc 2018,Main Divide,New Zealand,Marlborough,3.8,26,2018,16.95,0.22418879056047197,Low
White,Sauvignon Blanc 2019,Cape Point Vineyards,South Africa,Cape Point,3.5,26,2019,13.25,0.2641509433962264,Low
White,Mandorlo White Blend 2018,Montellori,Italy,Toscana,3.7,26,2018,9.37,0.3948772678762007,Medium
White,Ruppertsberger Riesling 2017,Fußer,Germany,Pfalz,3.7,26,2017,10.6,0.34905660377358494,Medium
White,Schieferblume Riesling Trocken 2018,Rita & Rudolf Trossen,Germany,Mosel,3.8,26,2018,13.4,0.2835820895522388,Low
White,Embruns de Viognier 2019,Michel Gassier,France,Pays d'Oc,3.5,26,2019,9.68,0.3615702479338843,Medium
White,M Grüner Veltliner Smaragd 2017,F.X. Pichler,Austria,Wachau,4.3,26,2017,72.5,0.0593103448275862,Low
White,L'Aubinière Muscadet Sèvre et Maine Sur Lie 2018,Terroirs de la Noëlle,France,Muscadet-Sevre et Maine,3.4,27,2018,6.5,0.5230769230769231,Medium
White,Chardonnay Felsenstein 2018,Birgit Braunstein,Austria,Burgenland,3.8,27,2018,11.95,0.3179916317991632,Medium
White,Christoffel Hazenwinkel The White Blend 2018,Hazendal,South Africa,Western Cape,3.4,27,2018,14.5,0.23448275862068965,Low
White,Appenheimer Riesling Kalkstein 2018,Knewitz,Germany,Rheinhessen,3.6,27,2018,14.5,0.2482758620689655,Low
White,Rotschiefer Riesling 2014,Sorentberg,Germany,Mosel,3.8,27,2014,14.7,0.2585034013605442,Low
White,Bordeaux Blanc Sec 2016,Château Lafaurie-Peyraguey,France,Bordeaux Sec,3.9,27,2016,67.75,0.057564575645756455,Low
White,Hattenheimer Schützenhaus Riesling Kabinett 2018,Balthasar Ress,Germany,Rheingau,3.8,27,2018,13.9,0.27338129496402874,Low
White,Hipping Riesling 2016,Schätzel,Germany,Rheinhessen,3.6,27,2016,60.96,0.05905511811023622,Low
White,Obvius Bianco 2017,Salcheto,Italy,Toscana,3.5,27,2017,13.9,0.2517985611510791,Low
White,Manzoni Bianco Fontanasanta 2019,Foradori,Italy,Vigneti delle Dolomiti,3.6,27,2019,18.06,0.1993355481727575,Low
White,Riesling Charta 2017,Barth,Germany,Rheingau,3.8,27,2017,13.68,0.2777777777777778,Low
White,Barrique Sauvignon Blanc 2015,Saint Clair,New Zealand,Marlborough,4.0,27,2015,18.95,0.21108179419525067,Low
White,Altos R Blanco 2018,Altos de Rioja,Spain,Rioja,3.6,27,2018,6.95,0.5179856115107914,Medium
White,Schiefersteil Riesling 2018,Markus Molitor,Germany,Mosel,4.0,27,2018,12.5,0.32,Medium
White,Markus Pfaffmann Sauvignon Blanc Trocken 2019,Karl Pfaffmann,Germany,Pfalz,4.1,27,2019,7.5,0.5466666666666666,Medium
White,Bürklin Estate Riesling 2018,Dr. Bürklin-Wolf,Germany,Pfalz,3.7,27,2018,12.5,0.29600000000000004,Low
White,Chardonnay 2017,Craftwork,United States,Monterey,3.7,27,2017,14.99,0.24683122081387593,Low
White,Ritterpfad Riesling Kabinett 2015,Van Volxem,Germany,Mosel,4.0,27,2015,17.95,0.22284122562674097,Low
White,Pinot Bianco - Pinot Nero 2017,Biscardo,Italy,Veneto,3.6,27,2017,7.2,0.5,Medium
White,Escherndorfer Lump Riesling S. 2018,Horst Sauer,Germany,Franken,3.9,27,2018,18.0,0.21666666666666667,Low
White,Catarratto - Zibibbo 2019,Vaccaro,Italy,Terre Siciliane,4.0,27,2019,7.31,0.5471956224350205,Medium
White,Bentrock Chardonnay 2013,Sandhi,United States,Sta. Rita Hills,4.1,27,2013,89.0,0.046067415730337076,Low
White,Le Naturel Blanco 2019,Aroa,Spain,Navarra,3.9,27,2019,12.95,0.30115830115830117,Medium
White,Bourgogne Blanc Retour des Flandres 2016,Régnard,France,Bourgogne,3.6,27,2016,20.65,0.17433414043583537,Low
White,Sauvignon Blanc 2019,Paul Mas,France,Pays d'Oc,3.7,27,2019,5.5,0.6727272727272727,Excellent
White,Freundstück GG 2017,Georg Mosbacher,Germany,Pfalz,4.1,27,2017,28.24,0.1451841359773371,Low
White,Riesling 2019,Schneider,Germany,Pfalz,3.6,27,2019,10.3,0.34951456310679613,Medium
White,The Vine in Flames Fetească Regală Dry 2018,Budureasca,Romania,Dealu Mare,3.5,27,2018,9.9,0.35353535353535354,Medium
White,Graacher Himmelreich Riesling Auslese 2016,Joh. Jos. Prüm,Germany,Graach,4.1,27,2016,32.65,0.12557427258805512,Low
White,Pinot Grigio 2019,Jermann,Italy,Venezia Giulia,3.8,27,2019,16.85,0.22551928783382785,Low
White,Höllberg Riesling GG 2017,Wagner-Stempel,Germany,Rheinhessen,4.0,27,2017,37.56,0.10649627263045792,Low
White,Riesling 2017,Heymann-Löwenstein,Germany,Mosel,3.5,27,2017,37.0,0.0945945945945946,Low
White,Kirchberg 2017,Heymann-Löwenstein,Germany,Mosel,3.8,27,2017,24.0,0.15833333333333333,Low
White,Geheimrat J Riesling Spätlese Trocken 2015,Weingüter Wegeler,Germany,Rheingau,4.1,27,2015,24.9,0.1646586345381526,Low
White,Merus Sauvignon Blanc 2019,Tiefenbrunner,Italy,Trentino,4.1,27,2019,9.99,0.4104104104104104,Medium
White,Forster Ungeheuer Riesling 2018,Von Winning,Germany,Pfalz,4.3,27,2018,35.0,0.12285714285714285,Low
White,Bourgogne Hautes Côtes de Beaune Blanc 2007,Jayer Gilles,France,Bourgogne Hautes-Côtes de Beaune,3.4,27,2007,25.0,0.136,Low
White,Sommer Riesling Trocken 2019,Schloss Vollrads,Germany,Rheingau,3.8,27,2019,7.9,0.48101265822784806,Medium
White,Lagar de Darei Branco 2017,Darei,Portugal,Dão,3.7,27,2017,8.77,0.42189281641961235,Medium
White,Chenin Blanc 2018,Rainbow's End,South Africa,Stellenbosch,3.6,27,2018,8.9,0.4044943820224719,Medium
White,Lugana Blanc 2019,Ca' Lojera,Italy,Lugana,3.9,27,2019,10.57,0.36896877956480606,Medium
White,Bèru 2015,Siddura,Italy,Vermentino di Gallura,3.9,27,2015,34.9,0.11174785100286533,Low
White,Cà del Lago Lugana 2019,Villabella,Italy,Lugana,4.0,27,2019,9.83,0.4069175991861648,Medium
White,Weissburgunder Trocken 2019,Weingut Metzger,Germany,Pfalz,3.8,27,2019,8.5,0.44705882352941173,Medium
White,Hard 2017,Ziereisen,Germany,Baden,4.3,27,2017,26.5,0.16226415094339622,Low
White,Gewürztraminer 2019,Tramin,Italy,Südtirol - Alto Adige,3.8,27,2019,9.73,0.39054470709146966,Medium
White,RS Grauburgunder 2017,Salwey,Germany,Baden,3.9,27,2017,15.5,0.25161290322580643,Low
White,Lugana 2019,Roveglia,Italy,Lugana,4.1,27,2019,11.9,0.34453781512605036,Medium
White,Würzburger Stein Silvaner GG 2016,Juliusspital,Germany,Franken,4.0,27,2016,29.9,0.13377926421404682,Low
White,Grüner Silvaner Trocken 2018,Knewitz,Germany,Rheinhessen,3.6,27,2018,8.07,0.44609665427509293,Medium
White,Chardonnay 2018,Gesellmann,Austria,Mittelburgenland,3.5,27,2018,15.9,0.22012578616352202,Low
White,Blanco 2019,Escudo Real,Portugal,Vinho Verde,3.4,27,2019,5.71,0.5954465849387041,Medium
White,Garganega - Chardonnay delle Venezie Cuvée 2018,Cielo e Terra,Italy,delle Venezie,3.4,27,2018,4.38,0.776255707762557,Excellent
White,7 Terroirs 2019,Gut Hermannsberg,Germany,Nahe,3.8,27,2019,11.6,0.3275862068965517,Medium
White,Bianco Passivento 2019,Barone Montalto,Italy,Terre Siciliane,3.9,27,2019,8.32,0.46875,Medium
White,Weissburgunder Trocken 2017,Winzervereinigung Freyburg-Unstrut,Germany,Saale-Unstrut,3.4,27,2017,9.72,0.34979423868312753,Medium
White,Faius 2016,I Capitani,Italy,Irpinia,3.9,27,2016,15.69,0.248565965583174,Low
White,Paradies Riesling 2018,Korrell,Germany,Nahe,4.1,27,2018,22.7,0.18061674008810572,Low
White,Bernkasteler Badstube Riesling Kabinett Feinherb 2015,Markus Molitor,Germany,Mosel,3.9,27,2015,16.95,0.23008849557522124,Low
White,Reserva Chardonnay 2016,Quinta do Lagar Novo,Portugal,Lisboa,3.8,28,2016,13.65,0.27838827838827834,Low
White,Collage Grauer Burgunder 2018,Hammel & Cie,Germany,Pfalz,3.9,28,2018,9.46,0.4122621564482029,Medium
White,Franciscus Grüner Veltliner 2016,Salomon Undhof,Austria,Kremstal,3.2,28,2016,10.23,0.3128054740957967,Medium
White,Ungeheuer Riesling GG 2018,Dr. Von Bassermann-Jordan,Germany,Pfalz,4.2,28,2018,34.12,0.12309495896834703,Low
White,Riesling Federspiel Himmelstiege 2019,Domäne Wachau,Austria,Wachau,3.4,28,2019,9.85,0.34517766497461927,Medium
White,Kastanienbusch GG 2018,Ökonomierat Rebholz,Germany,Pfalz,4.2,28,2018,66.31,0.06333886291660383,Low
White,Limne 2019,Roveglia,Italy,Lugana,3.7,28,2019,9.11,0.4061470911086718,Medium
White,Riesling 2017,Albert Boxler,France,Alsace,3.9,28,2017,27.78,0.14038876889848811,Low
White,Grüner Veltliner 2019,Loimer,Austria,Kamptal,3.9,28,2019,9.44,0.413135593220339,Medium
White,Chardonnay 2018,Abbotts & Delaunay,France,Pays d'Oc,3.7,28,2018,6.73,0.549777117384844,Medium
White,Verdicchio Dei Castelli Di Jesi Classico Le Vele 2019,Moncaro,Italy,Verdicchio dei Castelli di Jesi,3.7,28,2019,6.32,0.5854430379746836,Medium
White,Chinon Blanc 2017,Château de Saint Louans,France,Chinon,4.2,28,2017,27.29,0.15390252839868085,Low
White,Rotenberg GG 2016,Gut Hermannsberg,Germany,Nahe,4.0,28,2016,29.5,0.13559322033898305,Low
White,Chardonnay 2017,American Wings,United States,California,3.2,28,2017,6.73,0.475482912332838,Medium
White,Diel de Diel Weisses Cuvée Trocken 2017,Diel,Germany,Nahe,3.6,28,2017,11.95,0.301255230125523,Medium
White,Vermentino (Etichetta Nera/Black Label) 2019,Lvnae,Italy,Colli di Luni,4.0,28,2019,19.45,0.20565552699228792,Low
White,Riesling Alsace Grand Cru 'Geisberg' 2012,Trimbach,France,Alsace Grand Cru 'Geisberg',4.4,28,2012,53.35,0.08247422680412371,Low
White,Sankt Nikolaus Riesling Trocken 2017,Peter Jakob Kühn,Germany,Rheingau,4.3,28,2017,42.89,0.10025647003963627,Low
White,Nachts Sind Alle Burgunder Grau 2019,Karl Pfaffmann,Germany,Pfalz,4.2,28,2019,7.9,0.5316455696202531,Medium
White,Sauvignon Blanc 2018,Drostdy-Hof,South Africa,Stellenbosch,3.0,28,2018,7.79,0.3851091142490372,Medium
White,Chardonnay 2019,Durbanville Hills,South Africa,Durbanville,3.5,28,2019,7.99,0.4380475594493116,Medium
White,Neuland Grüner Veltliner 2019,Herbert Zillinger,Austria,Weinviertel,3.7,28,2019,8.24,0.44902912621359226,Medium
White,Grauburgunder 2019,Krämer - Straight,Germany,Rheinhessen,3.9,28,2019,7.73,0.5045278137128072,Medium
White,Sauvignon Stern 2018,Cantina Kaltern,Italy,Südtirol - Alto Adige,3.9,28,2018,12.18,0.32019704433497537,Medium
White,Les Chays Condrieu 2015,Chirat,France,Condrieu,4.0,28,2015,41.43,0.09654839488293507,Low
White,Weissburgunder Trocken 2018,Studier,Germany,Pfalz,3.8,28,2018,7.64,0.4973821989528796,Medium
White,Saumur Blanc 2018,Langlois-Chateau,France,Saumur,3.7,28,2018,11.16,0.33154121863799285,Medium
White,Cellar Selection Chenin Blanc 2019,Kleine Zalze,South Africa,Stellenbosch,3.8,28,2019,7.5,0.5066666666666666,Medium
White,Pinot Grigio 2019,La Prendina,Italy,Garda,3.7,28,2019,10.96,0.3375912408759124,Medium
White,Hipping Riesling 2015,Kühling-Gillot,Germany,Rheinhessen,4.3,28,2015,45.0,0.09555555555555555,Low
White,Grauburgunder Trocken 2018,Dönnhoff,Germany,Nahe,3.6,28,2018,12.57,0.2863961813842482,Low
White,Sciare di Est Insolia 2017,Antichi Vinai,Italy,Terre Siciliane,3.6,28,2017,7.42,0.48517520215633425,Medium
White,Bourgogne Aligoté 2018,Louis Jadot,France,Bourgogne Aligoté,3.5,28,2018,12.6,0.2777777777777778,Low
White,Le Chardonnay Limoux Blanc 2014,Domaine de Baron'arques,France,Limoux,3.8,28,2014,37.82,0.10047593865679534,Low
White,Vernaccia di San Gimignano 2018,Palagetto,Italy,Vernaccia di San Gimignano,3.5,28,2018,8.5,0.4117647058823529,Medium
White,Aulerde Riesling GG 2018,Wittmann,Germany,Rheinhessen,4.1,28,2018,36.0,0.11388888888888887,Low
White,Maximin Herrenberg 1896 Riesling Alte Reben 2014,Carl Loewen,Germany,Mosel,3.9,28,2014,47.99,0.08126693061054385,Low
White,Berger Baron Bordeaux Blanc 2017,Baron Philippe de Rothschild,France,Bordeaux,3.1,28,2017,8.72,0.3555045871559633,Medium
White,Trittenheimer Apotheke Riesling Trocken 2018,Ansgar Clüsserath,Germany,Mosel,4.0,28,2018,25.83,0.1548586914440573,Low
White,Pian di Rèmole Bianco 2018,Frescobaldi,Italy,Toscana,3.6,28,2018,6.95,0.5179856115107914,Medium
