Type of wine,Name,Winery,Country,Region,Rating,NumberOfRatings,Year,Price,Rating Price Ratio,Rating category
Red,Pessac-Léognan (Grand Cru Classé de Graves) 2016,Château Latour-Martillac,France,Pessac-Léognan,4.0,218,2016,63.77,0.06272541947624274,Low
Red,Castel Firmian Cabernet Sauvignon Trentino 2018,Mezzacorona,Italy,Trentino,3.8,218,2018,7.27,0.5226960110041265,Medium
Red,Dolomite Cabernet Franc 2017,Raats,South Africa,Stellenbosch,3.8,218,2017,14.5,0.26206896551724135,Low
Red,Seigneur de Maugiron Côte-Rôtie 2011,Delas,France,Côte-Rôtie,4.2,218,2011,67.02,0.06266786034019696,Low
Red,Pomerol 2013,Château Plince,France,Pomerol,3.9,218,2013,38.02,0.10257759074171488,Low
Red,Barolo Ravera 2014,Elvio Cogno,Italy,Barolo,3.9,218,2014,49.95,0.07807807807807807,Low
Red,Mas Donis Negre 2017,Capçanes,Spain,Montsant,3.6,218,2017,6.77,0.5317577548005908,Medium
Red,Albareda Sforzato di Valtellina 2015,Mamete Prevostini,Italy,Sforzato della Valtellina,4.3,218,2015,55.0,0.07818181818181817,Low
Red,Cabernet Sauvignon - Merlot 2017,Leopard’s Leap,South Africa,Franschhoek,3.2,218,2017,6.7,0.47761194029850745,Medium
Red,Margaux (Grand Cru Classé) 2010,Château Giscours,France,Margaux,4.3,2182,2010,82.37,0.052203472137914285,Low
Red,Fonterutoli Chianti Classico 2013,Mazzei,Italy,Chianti Classico,3.8,2182,2013,34.5,0.11014492753623188,Low
Red,Grande Sélection Merlot Bordeaux Supérieur 2015,Château Penin,France,Bordeaux Supérieur,3.9,219,2015,11.5,0.3391304347826087,Medium
Red,Amarone della Valpolicella Classico 2013,Ca La Bionda,Italy,Amarone della Valpolicella Classico,4.2,219,2013,39.0,0.1076923076923077,Low
Red,Cresasso Corvina Veronese 2011,Zenato,Italy,Veneto,4.2,219,2011,28.03,0.14983945772386728,Low
Red,Brunello di Montalcino 2011,Piancornello,Italy,Brunello di Montalcino,4.2,219,2011,49.9,0.0841683366733467,Low
Red,Amarone della Valpolicella Classico 2011,Bertani,Italy,Amarone della Valpolicella Classico,4.0,219,2011,92.15,0.04340748779164406,Low
Red,La Tartufaia Barolo 2015,Giulia Negri,Italy,Barolo,3.9,219,2015,38.89,0.10028284906145539,Low
Red,Brunello di Montalcino Prime Donne Selection 2013,Donatella Cinelli Colombini,Italy,Brunello di Montalcino,4.5,219,2013,39.95,0.11264080100125155,Low
Red,La 50/50 2016,Domaine Anne Gros & Jean-Paul Tollot,France,Vin de France,3.7,219,2016,14.65,0.2525597269624573,Low
Red,Dão Reserva 2014,Casa de Santar,Portugal,Dão,3.9,219,2014,16.99,0.22954679223072397,Low
Red,Languedoc 2017,Hecht & Bannier,France,Languedoc,3.6,219,2017,9.62,0.37422037422037424,Medium
Red,San Giuseppe Morellino di Scansano 2016,Mantellassi,Italy,Morellino di Scansano,3.5,219,2016,10.66,0.32833020637898686,Medium
Red,Amarone della Valpolicella 2016,Torre d'Orti,Italy,Amarone della Valpolicella,4.3,220,2016,29.5,0.14576271186440679,Low
Red,Redigaffi Toscana 2012,Tua Rita,Italy,Toscana,4.4,220,2012,193.03,0.022794384292597007,Low
Red,Napanook 2016,Dominus,United States,Napa Valley,4.1,220,2016,86.76,0.047256800368833556,Low
Red,Chianti Classico 2012,Geografico,Italy,Chianti Classico,3.3,220,2012,8.49,0.38869257950530034,Medium
Red,Frappato 2017,Baglio di Pianetto,Italy,Terre Siciliane,3.5,220,2017,9.78,0.35787321063394684,Medium
Red,Tohuwabohu 2016,Schneider,Germany,Pfalz,4.1,220,2016,19.5,0.21025641025641023,Low
Red,Amarone della Valpolicella Classico 2012,Nicolis,Italy,Amarone della Valpolicella Classico,4.1,220,2012,39.0,0.10512820512820512,Low
Red,Brunello di Montalcino 2013,Salvioni,Italy,Brunello di Montalcino,4.6,220,2013,159.08,0.028916268544128737,Low
Red,Numina Gran Corte 2016,Salentein,Argentina,Tunuyán,4.2,2202,2016,19.4,0.21649484536082478,Low
Red,Camins del Priorat 2018,Álvaro Palacios,Spain,Priorat,4.0,2206,2018,16.9,0.2366863905325444,Low
Red,Rouge (Gaston Hochar) 1998,Château Musar,Lebanon,Bekaa Valley,4.3,2208,1998,37.92,0.11339662447257383,Low
Red,Monte Bello 2016,Ridge Vineyards,United States,Santa Cruz Mountains,4.5,221,2016,208.2,0.021613832853025938,Low
Red,TO Tempranillo 2017,Torre Oria,Spain,Utiel-Requena,3.6,221,2017,4.74,0.7594936708860759,Excellent
Red,Listrac-Médoc 2016,Château Fonréaud,France,Listrac-Médoc,3.9,221,2016,18.47,0.21115322144017326,Low
Red,Haut-Médoc 2016,Château Sociando-Mallet,France,Haut-Médoc,4.0,221,2016,45.5,0.08791208791208792,Low
Red,Fonte da Serrana Tinto 2018,Monte da Ravasqueira,Portugal,Alentejano,3.8,221,2018,5.98,0.6354515050167223,Excellent
Red,Pauillac (Grand Cru Classé) 2016,Château Pichon Longueville Comtesse de Lalande,France,Pauillac,4.5,221,2016,219.33,0.02051702913418137,Low
Red,St. Andrews Shiraz 2016,Taylors / Wakefield,Australia,Clare Valley,4.3,221,2016,20.0,0.215,Low
Red,Merlot 2015,Thelema,South Africa,Stellenbosch,3.8,221,2015,18.95,0.20052770448548812,Low
Red,Ignaccio Rosso di Montalcino 2015,Il Marroneto,Italy,Rosso di Montalcino,4.0,221,2015,28.17,0.1419950301739439,Low
Red,Saint-Émilion Grand Cru 2011,Château Pontet-Fumet,France,Saint-Émilion Grand Cru,3.8,221,2011,19.4,0.1958762886597938,Low
Red,Cabernet Sauvignon 2016,Louis M. Martini,United States,Napa Valley,4.1,2216,2016,30.43,0.13473545842918172,Low
Red,Chianti 2018,Tenuta Castiglioni,Italy,Chianti,3.7,2218,2018,9.59,0.3858185610010428,Medium
Red,Selección de Familia Reserva 2011,Vivanco,Spain,Rioja,3.9,2218,2011,17.74,0.21984216459977454,Low
Red,Shiraz 2017,Cederberg,South Africa,Citrusdal Mountain,4.2,222,2017,25.8,0.16279069767441862,Low
Red,Bandol 2013,Château Pradeaux,France,Bandol,3.8,222,2013,28.95,0.1312607944732297,Low
Red,Tianna Bocchoris Negre 2017,Tianna Negre,Spain,Binissalem-Mallorca,4.0,222,2017,18.3,0.2185792349726776,Low
Red,Prazo de Roriz Douro 2017,Prats & Symington (P+S),Portugal,Douro,3.9,222,2017,9.9,0.3939393939393939,Medium
Red,Pétalos 2018,Descendientes de J. Palacios,Spain,Bierzo,3.7,222,2018,15.18,0.24374176548089593,Low
Red,Shiraz 2017,Saronsberg,South Africa,Tulbagh,4.3,222,2017,26.2,0.16412213740458015,Low
Red,Molino a Vento Nerello Mascalese 2018,Tenute Orestiadi,Italy,Terre Siciliane,3.7,222,2018,6.32,0.5854430379746836,Medium
Red,Le Stanze Toscana 2016,Poliziano,Italy,Toscana,4.1,222,2016,39.5,0.10379746835443036,Low
Red,Shiraz 2018,Delaire Graff,South Africa,Stellenbosch,3.6,222,2018,11.5,0.3130434782608696,Medium
Red,Syrah d'Ogier 2017,Michel & Stéphane Ogier,France,Collines Rhodaniennes,3.9,222,2017,11.9,0.3277310924369748,Medium
Red,Margaux (Grand Cru Classé) 2016,Château Dauzac,France,Margaux,4.1,222,2016,68.14,0.06017023774581743,Low
Red,Valpolicella Ripasso 2016,Bertani,Italy,Valpolicella Ripasso,3.8,2226,2016,12.55,0.3027888446215139,Medium
Red,Crianza 2016,Hacienda López de Haro,Spain,Rioja,3.6,2227,2016,7.6,0.4736842105263158,Medium
Red,Grumello Valtellina Superiore 2015,Nino Negri,Italy,Valtellina Superiore,3.5,223,2015,13.15,0.2661596958174905,Low
Red,Burdese 2014,Planeta,Italy,Menfi,3.8,223,2014,20.29,0.18728437654016758,Low
Red,Le Haut-Médoc de Lagrange 2015,Château Lagrange,France,Haut-Médoc,3.3,223,2015,17.95,0.18384401114206128,Low
Red,Pessac-Léognan (Grand Cru Classé de Graves) 2005,Château Bouscaut,France,Pessac-Léognan,4.1,223,2005,49.95,0.08208208208208206,Low
Red,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,Château Grand-Pontet,France,Saint-Émilion Grand Cru,4.2,223,2005,64.95,0.06466512702078522,Low
Red,Kalterersee Classico Superiore 2018,Cantina Kaltern,Italy,Trentino-Alto Adige,3.4,223,2018,7.02,0.48433048433048437,Medium
Red,Rioja Reserva 2013,Luis Cañas,Spain,Rioja,4.0,2230,2013,13.99,0.28591851322373124,Low
Red,Bicicleta Cabernet Sauvignon 2015,Cono Sur,Chile,Central Valley,3.3,2237,2015,6.5,0.5076923076923077,Medium
Red,Brunello di Montalcino 2015,Argiano,Italy,Brunello di Montalcino,4.2,224,2015,35.84,0.1171875,Low
Red,Saint-Émilion Grand Cru 2015,Château Pindefleurs,France,Saint-Émilion Grand Cru,3.8,224,2015,25.9,0.14671814671814673,Low
Red,Connétable Talbot Saint-Julien 2005,Château Talbot,France,Saint-Julien,4.1,224,2005,116.95,0.03505771697306541,Low
Red,Dolcetto d'Alba 2016,Elio Altare,Italy,Dolcetto d'Alba,3.6,224,2016,14.36,0.25069637883008355,Low
Red,Siglo de Oro Cabernet Sauvignon 2017,Santa Helena,Chile,Central Valley,3.4,224,2017,6.2,0.5483870967741935,Medium
Red,Campo Casalvegri Valpolicella Classico Superiore 2016,Ca La Bionda,Italy,Valpolicella Classico,4.0,224,2016,17.5,0.22857142857142856,Low
Red,Gigondas 2015,Xavier Vignon,France,Gigondas,3.8,224,2015,19.95,0.19047619047619047,Low
Red,Opus Eximium 2017,Gesellmann,Austria,Mittelburgenland,3.9,224,2017,25.24,0.15451664025356576,Low
Red,Pagodes de Cos 2016,Cos d'Estournel,France,Saint-Estèphe,4.2,224,2016,43.77,0.09595613433858807,Low
Red,Brunello di Montalcino (Campo di Marzo) 2013,Il Valentiano,Italy,Brunello di Montalcino,4.2,224,2013,34.5,0.12173913043478261,Low
Red,Terroir Series Coletto Malbec 2015,Trapiche,Argentina,Mendoza,4.2,224,2015,31.9,0.1316614420062696,Low
Red,Reserva 2015,Hacienda Monasterio,Spain,Ribera del Duero,4.4,224,2015,48.55,0.0906282183316169,Low
Red,Vertigo 2018,Livio Felluga,Italy,delle Venezie,3.8,224,2018,13.53,0.28085735402808576,Low
Red,Bordeaux Rouge 2017,Mouton Cadet,France,Bordeaux,3.5,2243,2017,10.5,0.3333333333333333,Medium
Red,Vino Nobile di Montepulciano 2014,Avignonesi,Italy,Vino Nobile di Montepulciano,3.9,2245,2014,17.74,0.21984216459977454,Low
Red,Vigne Vecchie Leggenda Primitivo di Manduria 2016,Vigneti del Salento,Italy,Primitivo di Manduria,4.4,2246,2016,17.5,0.25142857142857145,Low
Red,Pauillac (Grand Cru Classé) 2000,Château Lynch-Bages,France,Pauillac,4.5,2248,2000,385.0,0.011688311688311689,Low
Red,Teroldego Morei 2015,Foradori,Italy,Vigneti delle Dolomiti,3.9,225,2015,32.0,0.121875,Low
Red,Acuma 2018,EGO,Spain,Jumilla,4.1,225,2018,7.9,0.5189873417721518,Medium
Red,Barbaresco 2017,Prunotto,Italy,Barbaresco,3.8,225,2017,26.89,0.14131647452584603,Low
Red,Vinedos de La Provincia 2016,Prieto Pariente,Spain,Castilla y León,3.8,225,2016,17.99,0.2112284602556976,Low
Red,Pieve Santa Restituta Sugarille Brunello di Montalcino 2011,Gaja,Italy,Brunello di Montalcino,4.6,225,2011,149.0,0.030872483221476506,Low
Red,Simon Pic Saint Loup 2011,Clos Marie,France,Pic-Saint-Loup,3.9,225,2011,23.88,0.16331658291457288,Low
Red,Sardón 2017,Quinta Sardonia,Spain,Castilla y León,3.8,225,2017,9.85,0.38578680203045684,Medium
Red,Pessac-Léognan 2005,Château les Carmes Haut-Brion,France,Pessac-Léognan,4.2,225,2005,129.95,0.03232012312427857,Low
Red,Pian Romualdo Barbera d'Alba 2017,Prunotto,Italy,Barbera d'Alba,3.8,225,2017,22.99,0.1652892561983471,Low
Red,Haut-Médoc 2015,Château Clement-Pichon,France,Haut-Médoc,3.7,225,2015,22.32,0.16577060931899643,Low
Red,Rocca Guicciarda Chianti Classico Riserva 2015,Ricasoli,Italy,Chianti Classico,3.8,2256,2015,19.9,0.19095477386934673,Low
Red,Max Reserva Carmenère 2016,Errazuriz,Chile,Aconcagua Valley,3.9,2259,2016,14.53,0.26841018582243636,Low
Red,Pinotage (Stone Bridge) 2017,Franschhoek Cellar,South Africa,Franschhoek,3.8,226,2017,8.5,0.44705882352941173,Medium
Red,Spätburgunder (Pinot Noir) Trocken 2018,Lergenmüller,Germany,Pfalz,3.5,226,2018,5.9,0.5932203389830508,Medium
Red,Pinot Noir 2014,Occidental,United States,Sonoma Coast,4.4,226,2014,72.13,0.06100097046998476,Low
Red,Mount Hermon Red 2019,Hermon,Israel,Galilee,3.7,226,2019,9.95,0.3718592964824121,Medium
Red,MMM Macho Man 2017,Casa Rojo,Spain,Jumilla,4.0,2263,2017,19.45,0.20565552699228792,Low
Red,Grand Vin Minervois La Livinière 2015,L'Ostal Cazes,France,Minervois La Livinière,3.9,227,2015,18.5,0.2108108108108108,Low
Red,Aurelio Maremma Toscana 2016,Val delle Rose,Italy,Maremma Toscana,3.9,227,2016,23.25,0.16774193548387095,Low
Red,Sandstone Merlot 2013,Wente,United States,Livermore Valley,3.7,227,2013,14.04,0.26353276353276356,Low
Red,Lohsa Morellino di Scansano 2017,Poliziano,Italy,Morellino di Scansano,3.5,227,2017,10.9,0.3211009174311926,Medium
Red,Merlot 2019,Arabella,South Africa,Robertson,3.7,227,2019,5.95,0.6218487394957983,Excellent
Red,Vino Nobile di Montepulciano 2016,La Braccesca,Italy,Vino Nobile di Montepulciano,3.9,2279,2016,19.5,0.19999999999999998,Low
Red,Rocche del Santo Barbera d'Alba Superiore 2016,Brandini,Italy,Barbera d'Alba,3.9,228,2016,19.5,0.19999999999999998,Low
Red,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,Château Grand Corbin,France,Saint-Émilion Grand Cru,3.9,228,2005,54.95,0.07097361237488625,Low
Red,Saint-Émilion Grand Cru (Grand Cru Classé) 2011,Château Destieux,France,Saint-Émilion Grand Cru,4.3,228,2011,68.92,0.06239117817759721,Low
Red,Minervois (Syrah - Carignan) 2017,Gérard Bertrand,France,Minervois,3.8,228,2017,9.99,0.38038038038038036,Medium
Red,Rouge (Gaston Hochar) 2013,Château Musar,Lebanon,Bekaa Valley,3.8,228,2013,34.02,0.11169900058788947,Low
Red,Vinha do Almo Escolha Tinto 2014,Herdade do Perdigão,Portugal,Alentejano,3.9,228,2014,14.62,0.2667578659370725,Low
Red,Crucillón 2018,Bodegas Aragonesas,Spain,Campo de Borja,3.3,228,2018,4.3,0.7674418604651163,Excellent
Red,Pinot Noir 2018,The Ned,New Zealand,Marlborough,3.7,228,2018,15.95,0.23197492163009406,Low
Red,Margaux 2005,Château Monbrison,France,Margaux,4.1,228,2005,47.95,0.08550573514077163,Low
Red,Pinot Noir 2015,Whitehaven,New Zealand,Marlborough,3.8,228,2015,22.5,0.1688888888888889,Low
Red,Passivento Rosso 2018,Barone Montalto,Italy,Terre Siciliane,4.0,2280,2018,8.29,0.48250904704463216,Medium
Red,Pinot Noir 2017,Wines from Hahn Estate,United States,Monterey County,3.8,2287,2017,19.85,0.1914357682619647,Low
Red,Crianza 2014,Berceo,Spain,Rioja,3.4,229,2014,10.8,0.31481481481481477,Medium
Red,Cordillera Vigno Old Vines Carignan 2016,Miguel Torres,Chile,Maule Valley,3.8,229,2016,15.13,0.2511566424322538,Low
Red,Crianza Ribera del Duero 2016,Condado de Oriza,Spain,Ribera del Duero,3.7,229,2016,8.75,0.4228571428571429,Medium
Red,Piano Montevergine Taurasi 2012,Feudi di San Gregorio,Italy,Taurasi,4.0,229,2012,45.0,0.08888888888888889,Low
Red,Reserva Merlot 2017,Caliterra,Chile,Colchagua Valley,3.5,229,2017,6.54,0.5351681957186545,Medium
Red,Chianti Rufina 2018,Selvapiana,Italy,Chianti Rùfina,3.7,229,2018,12.6,0.29365079365079366,Low
Red,Saint-Estèphe 2016,Château Ormes de Pez,France,Saint-Estèphe,3.8,229,2016,39.0,0.09743589743589744,Low
Red,Emilio Primo Rosso 2017,Terre del Marchesato,Italy,Bolgheri,3.7,229,2017,22.0,0.16818181818181818,Low
Red,Paolo e Carlo Primitivo di Manduria Riserva Sessantasei 66 2016,Conte di Campiano,Italy,Primitivo di Manduria,4.1,229,2016,8.66,0.4734411085450346,Medium
Red,Le Cicale di Vincigliata Chianti 2015,Bibi Graetz,Italy,Chianti,3.3,229,2015,12.28,0.2687296416938111,Low
Red,Domaine de Bila-Haut Occultum Lapidem 2017,M. Chapoutier,France,Côtes du Roussillon Villages 'Latour de France',3.9,229,2017,17.5,0.22285714285714286,Low
Red,Barbera d'Asti Lavignone 2016,Pico Maccario,Italy,Barbera d'Asti,3.8,2290,2016,6.95,0.5467625899280575,Medium
Red,Haus Klosterberg Pinot Noir 2016,Markus Molitor,Germany,Mosel,3.9,230,2016,15.5,0.25161290322580643,Low
Red,Altos R Crianza 2016,Altos de Rioja,Spain,Rioja,3.4,230,2016,7.9,0.430379746835443,Medium
Red,Costa Toscana 2013,Ampeleia,Italy,Costa Toscana,3.9,230,2013,28.17,0.1384451544195953,Low
Red,Lagrein 2018,Kurtatsch (Cortaccia),Italy,Südtirol - Alto Adige,3.7,230,2018,16.55,0.22356495468277945,Low
Red,Canoe Ridge Estate Merlot 2014,Chateau Ste. Michelle,United States,Horse Heaven Hills,3.8,230,2014,28.35,0.13403880070546736,Low
Red,Tavedo Douro 2016,Burmester,Portugal,Douro,3.3,230,2016,8.33,0.3961584633853541,Medium
Red,Perlato del Bosco 2015,Tua Rita,Italy,Toscana,3.8,230,2015,24.74,0.15359741309620048,Low
Red,Tenuta Frescobaldi di Castiglioni 2017,Frescobaldi,Italy,Toscana,4.2,230,2017,17.06,0.24618991793669406,Low
Red,Cabernet Sauvignon 2017,Montes Alpha,Chile,Colchagua Valley,3.9,2300,2017,12.94,0.30139103554868624,Medium
Red,Vino Nobile di Montepulciano 2014,La Braccesca,Italy,Vino Nobile di Montepulciano,3.8,2302,2014,23.95,0.15866388308977036,Low
Red,Solanera Viñas Viejas 2015,Castaño,Spain,Yecla,3.7,2306,2015,14.52,0.2548209366391185,Low
Red,Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 2016,Antinori,Italy,Chianti Classico,4.3,2308,2016,34.89,0.1232444826597879,Low
Red,Castello di Bibbione Chianti Classico Riserva 2013,Castelli del Grevepesa,Italy,Chianti Classico,3.9,231,2013,23.65,0.1649048625792812,Low
Red,Saga Bordeaux Rouge 2014,Barons de Rothschild (Lafite),France,Bordeaux,3.4,231,2014,11.95,0.28451882845188287,Low
Red,Reserva 2016,Tinto Pesquera,Spain,Ribera del Duero,4.4,231,2016,29.89,0.14720642355302777,Low
Red,Saint-Émilion Grand Cru (Grand Cru Classé) 2008,Château Grand Mayne,France,Saint-Émilion Grand Cru,4.1,231,2008,49.95,0.08208208208208206,Low
Red,Cantus Primus Fetească Neagră 2016,Vitis Metamorfosis,Romania,Dealu Mare,4.0,231,2016,19.2,0.20833333333333334,Low
Red,The Steading 2017,Torbreck,Australia,Barossa Valley,4.1,231,2017,48.37,0.08476328302666943,Low
Red,Don Cosimo Primitivo 2018,Cantine due Palme,Italy,Salento,3.8,231,2018,6.99,0.5436337625178826,Medium
Red,Le Cicale di Vincigliata Chianti 2016,Bibi Graetz,Italy,Chianti,3.6,231,2016,12.28,0.2931596091205212,Low
Red,Margaux 2011,Château Monbrison,France,Margaux,3.8,231,2011,34.07,0.11153507484590548,Low
Red,Primitivo 2018,Polvanera,Italy,Puglia,4.0,231,2018,8.9,0.449438202247191,Medium
Red,Ripa della Volta Valpolicella Ripasso 2015,Ottella,Italy,Valpolicella Ripasso,4.2,231,2015,20.27,0.2072027627035027,Low
Red,Cordillera Reserva Especial Cabernet Sauvignon 2015,Miguel Torres,Chile,Maipo Valley,3.8,231,2015,16.48,0.23058252427184464,Low
Red,Palazzo della Torre 2016,Allegrini,Italy,Verona,4.0,2315,2016,13.55,0.2952029520295203,Low
Red,Bin 28 Kalimna Shiraz 2016,Penfolds,Australia,Barossa Valley,4.1,2315,2016,42.5,0.09647058823529411,Low
Red,Vino Nobile di Montepulciano Riserva 2013,Poggio Alla Sala,Italy,Vino Nobile di Montepulciano,3.8,232,2013,17.45,0.2177650429799427,Low
Red,Vecchie Viti Chianti Rùfina Riserva 2016,Castello Nipozzano,Italy,Chianti Rùfina,3.8,232,2016,18.9,0.20105820105820107,Low
Red,Pauillac (Grand Cru Classé) 2016,Château Clerc Milon,France,Pauillac,4.0,232,2016,96.85,0.041300980898296334,Low
Red,Nostre Païs Rouge 2015,Michel Gassier,France,Costières-de-Nîmes,3.7,232,2015,30.0,0.12333333333333334,Low
Red,Santenay 2016,Joseph Drouhin,France,Santenay,4.0,232,2016,23.29,0.17174753112924002,Low
Red,Massaluca 2017,Ramón Roqueta,Spain,Terra Alta,3.8,232,2017,11.02,0.3448275862068966,Medium
Red,Svmma Varietalis Red Blend (Summa) 2005,Marqués de Griñon,Spain,Dominio de Valdepusa,4.1,232,2005,19.45,0.21079691516709512,Low
Red,Gigondas 2017,Château de Saint Cosme,France,Gigondas,3.9,232,2017,33.0,0.11818181818181818,Low
Red,Pinot Noir 2015,Ritual,Chile,Casablanca Valley,3.8,2323,2015,15.69,0.24219247928616952,Low
Red,Barolo 2011,Brovia,Italy,Barolo,4.2,233,2011,38.7,0.10852713178294573,Low
Red,Pauillac (Grand Cru Classé) 2016,Château Pontet-Canet,France,Pauillac,4.5,233,2016,166.45,0.027035145689396217,Low
Red,Cabernet Sauvignon Reserva 2015,Escudo Rojo,Chile,Maipo Valley,3.6,233,2015,9.95,0.36180904522613067,Medium
Red,Poggio Valente 2016,Fattoria le Pupille,Italy,Toscana,4.0,233,2016,23.18,0.1725625539257981,Low
Red,Salzberg 2012,Heinrich,Austria,Burgenland,4.4,233,2012,77.0,0.05714285714285715,Low
Red,Altura Máxima Malbec 2014,Colomé,Argentina,Salta,4.3,233,2014,102.41,0.041988087100869056,Low
Red,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,Château Cheval Blanc,France,Saint-Émilion Grand Cru,4.6,233,2010,1190.0,0.0038655462184873945,Low
Red,Gran Cave Merlot 2005,Boscato,Brazil,Serra Gaúcha,3.8,233,2005,37.5,0.10133333333333333,Low
Red,Prado Enea Gran Reserva 2010,Muga,Spain,Rioja,4.3,2330,2010,53.42,0.08049419692998876,Low
Red,Brunello di Montalcino 2013,Caparzo,Italy,Brunello di Montalcino,4.1,2332,2013,26.09,0.15714833269451897,Low
Red,Rouge (Gaston Hochar) 2001,Château Musar,Lebanon,Bekaa Valley,4.2,2333,2001,35.97,0.11676396997497916,Low
Red,Negroamaro 2018,Paololeo,Italy,Salento,3.9,234,2018,7.5,0.52,Medium
Red,Art Collection Crianza 2016,Bodegas Faustino,Spain,Rioja,3.7,234,2016,9.5,0.38947368421052636,Medium
Red,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,Clos de l'Oratoire,France,Saint-Émilion Grand Cru,4.1,234,2015,49.5,0.08282828282828282,Low
Red,Negroamaro Salento Morgicchio 2012,Tormaresca,Italy,Salento,3.7,234,2012,15.51,0.2385557704706641,Low
Red,Cabernet Sauvignon - Merlot 2018,Leopard’s Leap,South Africa,Franschhoek,3.3,234,2018,6.69,0.4932735426008968,Medium
Red,Tributo Cabernet Sauvignon 2016,Caliterra,Chile,Colchagua Valley,3.9,234,2016,11.9,0.3277310924369748,Medium
Red,Merlot 2016,Meerlust,South Africa,Stellenbosch,4.1,234,2016,20.17,0.2032721864154685,Low
Red,Cahors 2014,Château de Chambert,France,Cahors,3.7,234,2014,15.5,0.23870967741935484,Low
Red,Altos de la Finca 2014,Finca Constancia,Spain,Castilla,3.8,234,2014,19.49,0.19497178040020524,Low
Red,Corazón Loco Tinto 2018,Bodega Iniesta,Spain,Manchuela,3.4,234,2018,5.5,0.6181818181818182,Excellent
Red,Grand Malbec 2014,Alpasión,Argentina,Mendoza,4.1,234,2014,24.49,0.16741527153940383,Low
Red,Ai Suma Barbera d'Asti 2015,Braida,Italy,Barbera d'Asti,4.4,234,2015,65.0,0.0676923076923077,Low
Red,Poggio Alle Nane Maremma Toscana 2016,Le Mortelle,Italy,Maremma Toscana,4.3,234,2016,65.0,0.06615384615384615,Low
